Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,team,player_link
Julio Soler,ar ARG,DF,20-200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/98c8559a/Julio-Soler
Squad Total,,,26.4,3,33,270.0,3.0,4.0,4.0,8.0,4.0,0.0,0.0,8.0,0.0,4.5,4.5,3.9,8.4,41.0,95.0,94.0,1.33,1.33,2.67,1.33,2.67,1.5,1.31,2.81,1.5,2.81,,Bournemouth,
Opponent Total,,,26.9,3,33,270.0,3.0,4.0,3.0,7.0,4.0,0.0,0.0,7.0,1.0,2.9,2.9,2.4,5.3,46.0,102.0,101.0,1.33,1.0,2.33,1.33,2.33,0.95,0.81,1.76,0.95,1.76,,Bournemouth,
Joachim Andersen,dk DEN,DF,29-096,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.23,0.3,0.07,0.3,Matches,Fulham,/en/players/e34fc66d/Joachim-Andersen
Calvin Bassey,ng NGA,DF,25-247,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Fulham,/en/players/a36524bf/Calvin-Bassey
Bernd Leno,de GER,GK,33-184,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,/en/players/2628fd2b/Bernd-Leno
Saša Lukić,rs SRB,MF,29-022,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.6,5.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,Fulham,/en/players/c6e8cf1f/Sasa-Lukic
Kenny Tete,nl NED,DF,29-330,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Fulham,/en/players/77d7c96f/Kenny-Tete
Sander Berge,no NOR,MF,27-202,3,3,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,Fulham,/en/players/d0b6129f/Sander-Berge
Alex Iwobi,ng NGA,FW,29-124,3,3,238.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.0,1.2,19.0,21.0,16.0,0.0,0.38,0.38,0.0,0.38,0.04,0.4,0.44,0.04,0.44,Matches,Fulham,/en/players/6ca5ec4b/Alex-Iwobi
Joshua King,eng ENG,MF,18-244,3,3,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,6.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.2,0.16,0.2,Matches,Fulham,/en/players/86109b3b/Joshua-King
Rodrigo Muniz,br BRA,FW,24-123,3,2,153.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.6,0.0,1.0,2.0,0.59,0.0,0.59,0.59,0.59,0.33,0.04,0.37,0.33,0.37,Matches,Fulham,/en/players/a755db8c/Rodrigo-Muniz
Timothy Castagne,be BEL,"FW,DF",29-273,3,2,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.27,0.06,0.33,0.27,0.33,Matches,Fulham,/en/players/197640fd/Timothy-Castagne
Ryan Sessegnon,eng ENG,DF,25-109,2,2,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,Fulham,/en/players/6aa3e78b/Ryan-Sessegnon
Harry Wilson,wls WAL,FW,28-166,3,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Fulham,/en/players/c6dc9ecd/Harry-Wilson
Raúl Jiménez,mx MEX,FW,34-122,3,1,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches,Fulham,/en/players/b561db50/Raul-Jimenez
Jorge Cuenca,es ESP,DF,25-291,1,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,/en/players/0abc51f2/Jorge-Cuenca
Emile Smith Rowe,eng ENG,"MF,FW",25-038,3,0,58.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,1.0,2.0,6.0,1.55,0.0,1.55,1.55,1.55,1.23,0.04,1.27,1.23,1.27,Matches,Fulham,/en/players/17695062/Emile-Smith-Rowe
Antonee Robinson,us USA,DF,28-027,2,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Fulham,/en/players/289601e6/Antonee-Robinson
Adama Traoré,es ESP,FW,29-222,2,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,Fulham,/en/players/9a28eba4/Adama-Traore
Tom Cairney,sct SCO,MF,34-227,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,/en/players/a8748947/Tom-Cairney
Issa Diop,fr FRA,DF,28-238,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,/en/players/a712ca2b/Issa-Diop
Benjamin Lecomte,fr FRA,GK,34-131,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,/en/players/2fa2a875/Benjamin-Lecomte
Andreas Pereira,br BRA,MF,29-246,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,/en/players/6639e500/Andreas-Pereira
Harrison Reed,eng ENG,MF,30-220,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,/en/players/803ae100/Harrison-Reed
Squad Total,,,28.1,3,33,270.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,3.4,3.4,2.9,6.3,55.0,105.0,103.0,0.67,0.33,1.0,0.67,1.0,1.15,0.96,2.11,1.15,2.11,,Fulham,
Opponent Total,,,25.3,3,33,270.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,6.0,0.0,5.2,2.9,2.7,5.6,46.0,108.0,108.0,1.0,0.33,1.33,0.33,0.67,1.74,0.9,2.64,0.95,1.85,,Fulham,
Emmanuel Agbadou,ci CIV,DF,28-079,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.1,0.08,0.1,Matches,Wolverhampton Wanderers,/en/players/75f1ed80/Emmanuel-Agbadou
João Gomes,br BRA,MF,24-204,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Wolverhampton Wanderers,/en/players/8b57ad2c/Joao-Gomes
Marshall Munetsi,zw ZIM,FW,29-074,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.6,1.0,6.0,6.0,0.0,0.33,0.33,0.0,0.33,0.05,0.14,0.19,0.05,0.19,Matches,Wolverhampton Wanderers,/en/players/2acf0cd7/Marshall-Munetsi
José Sá,pt POR,GK,32-230,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Wolverhampton Wanderers,/en/players/903b6e8b/Jose-Sa
Toti Gomes,pt POR,DF,26-231,3,3,228.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Wolverhampton Wanderers,/en/players/f0caab96/Toti-Gomes
Matt Doherty,ie IRL,DF,33-231,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,/en/players/d557d734/Matt-Doherty
André,br BRA,MF,24-050,3,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,/en/players/ec604e2c/Andre
Jørgen Strand Larsen,no NOR,FW,25-210,2,2,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,Wolverhampton Wanderers,/en/players/f553b2b3/Jorgen-Strand-Larsen
Jean-Ricner Bellegarde,fr FRA,"FW,MF",27-069,3,2,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches,Wolverhampton Wanderers,/en/players/10f0fdd3/Jean-Ricner-Bellegarde
Jhon Arias,co COL,FW,27-348,3,2,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.15,0.11,0.15,Matches,Wolverhampton Wanderers,/en/players/86d96066/Jhon-Arias
David Møller Wolfe,no NOR,MF,23-134,3,2,132.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.0,2.0,7.0,0.0,0.68,0.68,0.0,0.68,0.0,0.18,0.18,0.0,0.18,Matches,Wolverhampton Wanderers,/en/players/9affc5f2/David-Moller-Wolfe
Ki-Jana Hoever,nl NED,MF,23-229,2,2,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,Wolverhampton Wanderers,/en/players/9a71e978/Ki-Jana-Hoever
Hugo Bueno,es ESP,MF,22-351,3,1,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,7.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.16,0.04,0.16,Matches,Wolverhampton Wanderers,/en/players/bfc3b3a0/Hugo-Bueno
Santiago Bueno,uy URU,DF,26-299,2,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Wolverhampton Wanderers,/en/players/edc98fac/Santiago-Bueno
Jackson Tchatchoua,cm CMR,MF,23-355,2,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolverhampton Wanderers,/en/players/aeca7743/Jackson-Tchatchoua
Hwang Hee-chan,kr KOR,FW,29-221,3,1,97.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.5,1.0,0.0,3.0,0.93,0.0,0.93,0.93,0.93,0.39,0.03,0.42,0.39,0.42,Matches,Wolverhampton Wanderers,/en/players/169fd162/Hwang-Hee-chan
Fer López,,MF,,2,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Wolverhampton Wanderers,/en/players/675cacff/Fer-Lopez
Rodrigo Gomes,pt POR,MF,22-059,2,0,45.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.0,9.0,2.0,0.0,2.0,2.0,2.0,0.73,0.0,0.73,0.73,0.73,Matches,Wolverhampton Wanderers,/en/players/8dcf77c0/Rodrigo-Gomes
Sasa Kalajdzic,at AUT,FW,28-059,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,/en/players/15f24fe7/Sasa-Kalajdzic
Sam Johnstone,eng ENG,GK,32-163,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,/en/players/9e5708be/Sam-Johnstone
Ladislav Krejčí,cz CZE,"DF,MF",26-137,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,/en/players/5b5c2228/Ladislav-Krejci
Yerson Mosquera,co COL,DF,24-125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,/en/players/1e159d70/Yerson-Mosquera
Squad Total,,,27.2,3,33,270.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,2.1,2.1,1.6,3.7,27.0,82.0,81.0,0.67,0.67,1.33,0.67,1.33,0.71,0.53,1.24,0.71,1.24,,Wolverhampton Wanderers,
Opponent Total,,,26.8,3,33,270.0,3.0,8.0,7.0,15.0,8.0,0.0,0.0,5.0,0.0,5.6,5.6,5.3,10.9,51.0,128.0,127.0,2.67,2.33,5.0,2.67,5.0,1.87,1.75,3.63,1.87,3.63,,Wolverhampton Wanderers,
Moisés Caicedo,ec ECU,MF,23-306,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,20.0,2.0,0.33,0.0,0.33,0.33,0.33,0.11,0.0,0.11,0.11,0.11,Matches,Chelsea,/en/players/16264a81/Moises-Caicedo
Robert Sánchez,es ESP,GK,27-290,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea,/en/players/6a713852/Robert-Sanchez
Pedro Neto,pt POR,FW,25-179,3,3,260.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,14.0,11.0,27.0,0.35,0.0,0.35,0.35,0.35,0.14,0.18,0.32,0.14,0.32,Matches,Chelsea,/en/players/7ba2eaa9/Pedro-Neto
Enzo Fernández,ar ARG,MF,24-230,3,3,258.0,2.9,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.8,1.0,0.7,1.7,3.0,11.0,13.0,0.7,0.35,1.05,0.35,0.7,0.63,0.23,0.86,0.36,0.59,Matches,Chelsea,/en/players/5ff4ab71/Enzo-Fernandez
João Pedro,br BRA,"MF,FW",23-343,3,3,252.0,2.8,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,2.4,6.0,7.0,18.0,0.71,0.71,1.43,0.71,1.43,0.48,0.37,0.85,0.48,0.85,Matches,Chelsea,/en/players/e8832875/Joao-Pedro
Trevoh Chalobah,eng ENG,DF,26-061,3,3,248.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,3.0,13.0,0.0,0.36,0.0,0.36,0.36,0.36,0.19,0.0,0.19,0.19,0.19,Matches,Chelsea,/en/players/5515376c/Trevoh-Chalobah
Marc Cucurella,es ESP,DF,27-044,3,3,248.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,4.0,16.0,10.0,0.0,0.36,0.36,0.0,0.36,0.04,0.25,0.29,0.04,0.29,Matches,Chelsea,/en/players/1daec722/Marc-Cucurella
Tosin Adarabioyo,eng ENG,DF,27-345,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea,/en/players/c81d773d/Tosin-Adarabioyo
Estêvão Willian,br BRA,FW,18-133,3,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9,1.9,7.0,3.0,19.0,0.0,0.5,0.5,0.0,0.5,0.49,0.44,0.93,0.49,0.93,Matches,Chelsea,/en/players/2eda11b1/Estevao-Willian
Malo Gusto,fr FRA,DF,22-108,3,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Chelsea,/en/players/d56b9520/Malo-Gusto
Liam Delap,eng ENG,FW,22-208,3,2,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Chelsea,/en/players/dd897ee7/Liam-Delap
Reece James,eng ENG,DF,25-270,3,1,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.42,0.45,0.03,0.45,Matches,Chelsea,/en/players/1265a93a/Reece-James
Joshua Acheampong,eng ENG,DF,19-122,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Chelsea,/en/players/b7e62e1d/Joshua-Acheampong
Jamie Gittens,eng ENG,FW,21-027,3,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.18,0.09,0.18,Matches,Chelsea,/en/players/10745192/Jamie-Gittens
Cole Palmer,eng ENG,MF,23-121,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,6.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.19,0.17,0.19,Matches,Chelsea,/en/players/dc7f8a28/Cole-Palmer
Tyrique George,eng ENG,FW,19-212,1,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,Chelsea,/en/players/e6f7797e/Tyrique-George
Andrey Santos,br BRA,MF,21-124,3,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.54,0.1,0.65,0.54,0.65,Matches,Chelsea,/en/players/dd745366/Andrey-Santos
Wesley Fofana,fr FRA,DF,24-261,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea,/en/players/132a82f1/Wesley-Fofana
Jorrel Hato,nl NED,DF,19-181,1,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea,/en/players/bde35051/Jorrel-Hato
Dario Essugo,pt POR,MF,20-174,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea,/en/players/1e4319ac/Dario-Essugo
Filip Jørgensen,dk DEN,GK,23-141,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea,/en/players/0107757e/Filip-Jorgensen
Gaga Slonina,us USA,GK,21-112,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea,/en/players/c55a846e/Gaga-Slonina
Squad Total,,,24.3,3,33,270.0,3.0,7.0,5.0,12.0,6.0,1.0,1.0,5.0,0.0,6.4,5.6,4.4,10.1,57.0,127.0,127.0,2.33,1.67,4.0,2.0,3.67,2.15,1.48,3.63,1.88,3.36,,Chelsea,
Opponent Total,,,27.5,3,33,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,2.3,2.3,1.8,4.1,30.0,77.0,75.0,0.33,0.33,0.67,0.33,0.67,0.76,0.59,1.36,0.76,1.36,,Chelsea,
Josh Cullen,ie IRL,MF,29-150,3,3,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,2.0,13.0,1.0,0.33,0.33,0.67,0.33,0.67,0.03,0.25,0.28,0.03,0.28,Matches,Burnley,/en/players/f6d7d690/Josh-Cullen
Martin Dúbravka,sk SVK,GK,36-232,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,/en/players/3a949a25/Martin-Dubravka
Quilindschy Hartman,nl NED,DF,23-294,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Burnley,/en/players/39e1138f/Quilindschy-Hartman
Kyle Walker,eng ENG,DF,35-099,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,/en/players/86dd77d1/Kyle-Walker
Jaidon Anthony,eng ENG,"FW,MF",25-277,3,3,264.0,2.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,0.2,1.7,3.0,8.0,14.0,0.68,0.34,1.02,0.68,1.02,0.54,0.05,0.6,0.54,0.6,Matches,Burnley,/en/players/e4238fb1/Jaidon-Anthony
Hjalmar Ekdal,se SWE,DF,26-318,3,3,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Burnley,/en/players/3d554589/Hjalmar-Ekdal
Maxime Estève,fr FRA,DF,23-101,3,3,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Burnley,/en/players/1a066e69/Maxime-Esteve
Lyle Foster,za RSA,FW,25-001,3,3,248.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,3.0,3.0,18.0,0.36,0.0,0.36,0.36,0.36,0.26,0.14,0.4,0.26,0.4,Matches,Burnley,/en/players/f84a807c/Lyle-Foster
Hannibal Mejbri,tn TUN,MF,22-226,3,3,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,Matches,Burnley,/en/players/ca22ccb0/Hannibal-Mejbri
Jacob Bruun Larsen,dk DEN,"FW,MF",26-350,3,2,177.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,1.0,4.0,13.0,0.0,0.51,0.51,0.0,0.51,0.03,0.31,0.34,0.03,0.34,Matches,Burnley,/en/players/4e204552/Jacob-Bruun-Larsen
Lesley Ugochukwu,fr FRA,MF,21-162,3,2,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Burnley,/en/players/1df4a109/Lesley-Ugochukwu
Oliver Sonne,pe PER,"DF,FW",24-298,3,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Burnley,/en/players/b66b8d5e/Oliver-Sonne
Josh Laurent,eng ENG,MF,30-121,3,1,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.25,0.1,0.25,Matches,Burnley,/en/players/f0068e0f/Josh-Laurent
Loum Tchaouna,fr FRA,"MF,FW",21-361,3,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,Burnley,/en/players/a3c8b4d3/Loum-Tchaouna
