Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,team,player_link
Tom Cairney,sct SCO,MF,33.0,25,3,628.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.8,0.8,1.1,1.8,18.0,53.0,33.0,0.29,0.0,0.29,0.29,0.29,0.11,0.15,0.26,0.11,0.26,Matches,Fulham,/en/players/a8748947/Tom-Cairney
Willian,br BRA,"FW,MF",35.0,10,2,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,11.0,40.0,33.0,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.28,0.1,0.28,Matches,Fulham,/en/players/8b9ebd03/Willian
Joshua King,eng ENG,MF,17.0,8,1,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,3.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.22,0.3,0.51,0.22,0.51,Matches,Fulham,/en/players/86109b3b/Joshua-King
Harrison Reed,eng ENG,MF,29.0,12,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,Matches,Fulham,/en/players/803ae100/Harrison-Reed
Martial Godo,eng ENG,"FW,DF",21.0,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,Fulham,/en/players/e0eea46f/Martial-Godo
Carlos Vinícius,br BRA,"MF,FW",29.0,3,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Fulham,/en/players/8b529245/Carlos-Vinicius
Jay Stansfield,eng ENG,MF,21.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,/en/players/b2626673/Jay-Stansfield
Samuel Amissah,eng ENG,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,/en/players/2835bfe1/Samuel-Amissah
Steven Benda,de GER,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,/en/players/caaa7fab/Steven-Benda
Squad Total,,,28.1,38,418,3420.0,38.0,53.0,44.0,97.0,50.0,3.0,4.0,80.0,2.0,49.0,45.9,37.5,83.4,786.0,1558.0,1544.0,1.39,1.16,2.55,1.32,2.47,1.29,0.99,2.28,1.21,2.2,,Fulham,
Opponent Total,,,26.3,38,418,3420.0,38.0,52.0,40.0,92.0,49.0,3.0,4.0,67.0,3.0,47.2,44.1,34.4,78.5,654.0,1396.0,1384.0,1.37,1.05,2.42,1.29,2.34,1.24,0.91,2.15,1.16,2.06,,Fulham,
David Raya,es ESP,GK,28.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,/en/players/98ea5115/David-Raya
William Saliba,fr FRA,DF,23.0,35,35,3039.0,33.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.3,2.3,0.9,3.1,16.0,138.0,6.0,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.09,0.07,0.09,Matches,Arsenal,/en/players/972aeb2a/William-Saliba
Declan Rice,eng ENG,MF,25.0,35,33,2825.0,31.4,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,3.5,3.5,6.6,10.1,90.0,192.0,94.0,0.13,0.22,0.35,0.13,0.35,0.11,0.21,0.32,0.11,0.32,Matches,Arsenal,/en/players/1c7012b8/Declan-Rice
Thomas Partey,gh GHA,"MF,DF",31.0,35,31,2797.0,31.1,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,2.3,2.3,2.1,4.3,36.0,185.0,48.0,0.13,0.06,0.19,0.13,0.19,0.07,0.07,0.14,0.07,0.14,Matches,Arsenal,/en/players/529f49ab/Thomas-Partey
Leandro Trossard,be BEL,FW,29.0,38,28,2546.0,28.3,8.0,7.0,15.0,8.0,0.0,0.0,4.0,1.0,7.2,7.2,6.1,13.3,80.0,101.0,226.0,0.28,0.25,0.53,0.28,0.53,0.25,0.22,0.47,0.25,0.47,Matches,Arsenal,/en/players/38ceb24a/Leandro-Trossard
Gabriel Magalhães,br BRA,DF,26.0,28,28,2363.0,26.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.6,2.6,0.9,3.5,10.0,126.0,11.0,0.11,0.04,0.15,0.11,0.15,0.1,0.03,0.13,0.1,0.13,Matches,Arsenal,/en/players/67ac5bb8/Gabriel-Magalhaes
Jurriën Timber,nl NED,DF,23.0,30,27,2417.0,26.9,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.2,1.2,0.8,2.1,57.0,146.0,104.0,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,Matches,Arsenal,/en/players/41034650/Jurrien-Timber
Martin Ødegaard,no NOR,MF,25.0,30,26,2325.0,25.8,3.0,8.0,11.0,2.0,1.0,1.0,4.0,0.0,4.8,4.0,5.4,9.5,92.0,258.0,154.0,0.12,0.31,0.43,0.08,0.39,0.19,0.21,0.4,0.16,0.37,Matches,Arsenal,/en/players/79300479/Martin-Odegaard
Gabriel Martinelli,br BRA,"FW,MF",23.0,33,25,2290.0,25.4,8.0,4.0,12.0,8.0,0.0,0.0,1.0,0.0,7.4,7.4,5.0,12.4,124.0,52.0,289.0,0.31,0.16,0.47,0.31,0.47,0.29,0.19,0.49,0.29,0.49,Matches,Arsenal,/en/players/48a5a5d6/Gabriel-Martinelli
Kai Havertz,de GER,"FW,MF",25.0,23,21,1875.0,20.8,9.0,3.0,12.0,9.0,0.0,0.0,5.0,0.0,9.5,9.5,2.4,12.0,35.0,61.0,113.0,0.43,0.14,0.58,0.43,0.58,0.46,0.12,0.57,0.46,0.57,Matches,Arsenal,/en/players/fed7cb61/Kai-Havertz
Bukayo Saka,eng ENG,"FW,MF",22.0,25,20,1729.0,19.2,6.0,10.0,16.0,5.0,1.0,1.0,3.0,0.0,6.8,6.0,7.6,13.7,96.0,70.0,255.0,0.31,0.52,0.83,0.26,0.78,0.36,0.4,0.75,0.31,0.71,Matches,Arsenal,/en/players/bc7dc64d/Bukayo-Saka
Mikel Merino,es ESP,"MF,FW",28.0,28,17,1586.0,17.6,7.0,2.0,9.0,7.0,0.0,0.0,4.0,1.0,5.9,5.9,2.0,7.9,11.0,69.0,94.0,0.4,0.11,0.51,0.4,0.51,0.34,0.11,0.45,0.34,0.45,Matches,Arsenal,/en/players/d080ed5e/Mikel-Merino
Myles Lewis-Skelly,eng ENG,DF,17.0,23,15,1369.0,15.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.2,0.2,0.4,0.6,37.0,71.0,37.0,0.07,0.0,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04,Matches,Arsenal,/en/players/5dff6c28/Myles-Lewis-Skelly
Ben White,eng ENG,DF,26.0,17,13,1198.0,13.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.4,1.8,23.0,59.0,42.0,0.0,0.15,0.15,0.0,0.15,0.03,0.1,0.14,0.03,0.14,Matches,Arsenal,/en/players/35e413f1/Ben-White
Riccardo Calafiori,it ITA,DF,22.0,19,11,983.0,10.9,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,0.3,1.1,22.0,54.0,29.0,0.18,0.09,0.27,0.18,0.27,0.08,0.03,0.11,0.08,0.11,Matches,Arsenal,/en/players/aded8e6f/Riccardo-Calafiori
Ethan Nwaneri,eng ENG,"FW,MF",17.0,26,11,895.0,9.9,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.2,1.2,1.2,2.4,46.0,33.0,113.0,0.4,0.2,0.6,0.4,0.6,0.12,0.12,0.24,0.12,0.24,Matches,Arsenal,/en/players/7f94982c/Ethan-Nwaneri
Jakub Kiwior,pl POL,DF,24.0,17,10,1122.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,5.0,48.0,1.0,0.08,0.0,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04,Matches,Arsenal,/en/players/dc3e663e/Jakub-Kiwior
Jorginho,it ITA,MF,32.0,15,9,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,0.4,0.5,12.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Arsenal,/en/players/45db685d/Jorginho
Raheem Sterling,eng ENG,"FW,MF",29.0,17,7,499.0,5.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,0.5,1.9,27.0,18.0,79.0,0.0,0.36,0.36,0.0,0.36,0.26,0.09,0.34,0.26,0.34,Matches,Arsenal,/en/players/b400bde0/Raheem-Sterling
Gabriel Jesus,br BRA,FW,27.0,17,6,608.0,6.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,0.7,3.7,15.0,19.0,57.0,0.44,0.0,0.44,0.44,0.44,0.44,0.1,0.54,0.44,0.54,Matches,Arsenal,/en/players/b66315ae/Gabriel-Jesus
Oleksandr Zinchenko,ua UKR,"DF,MF",27.0,15,5,527.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,10.0,48.0,14.0,0.0,0.17,0.17,0.0,0.17,0.11,0.03,0.14,0.11,0.14,Matches,Arsenal,/en/players/51cf8561/Oleksandr-Zinchenko
Kieran Tierney,sct SCO,"DF,FW",27.0,13,2,259.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.4,1.7,8.0,15.0,29.0,0.35,0.0,0.35,0.35,0.35,0.12,0.48,0.6,0.12,0.6,Matches,Arsenal,/en/players/fce2302c/Kieran-Tierney
Nathan Butler-Oyedeji,eng ENG,FW,21.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.94,0.94,Matches,Arsenal,/en/players/3a686640/Nathan-Butler-Oyedeji
Takehiro Tomiyasu,jp JPN,DF,25.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,Matches,Arsenal,/en/players/b3af9be1/Takehiro-Tomiyasu
Reiss Nelson,eng ENG,FW,24.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,/en/players/c5bdb6e3/Reiss-Nelson
Brayden Clarke,wls WAL,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/f9657b1b/Brayden-Clarke
Jimi Gower,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/4571f93e/Jimi-Gower
Ayden Heaven,eng ENG,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/64e17fab/Ayden-Heaven
Jack Henry-Francis,ie IRL,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/e93d8ed1/Jack-Henry-Francis
Ismeal Kabia,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/6b15cf32/Ismeal-Kabia
Maldini Kacurri,al ALB,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/7be4311f/Maldini-Kacurri
Neto,br BRA,GK,35.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/a9dc785c/Neto
Josh Nichols,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/676cf55d/Josh-Nichols
Eddie Nketiah,eng ENG,FW,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/a53649b7/Eddie-Nketiah
Salah Oulad M'Hand,nl NED,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/b85c3273/Salah-Oulad-MHand
Jack Porter,eng ENG,GK,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/0b4ecd65/Jack-Porter
Aaron Ramsdale,eng ENG,GK,26.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/466fb2c5/Aaron-Ramsdale
Tommy Setford,eng ENG,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/d1a2e006/Tommy-Setford
Squad Total,,,25.8,38,418,3420.0,38.0,67.0,55.0,122.0,65.0,2.0,2.0,70.0,6.0,59.9,58.4,45.3,103.6,852.0,1826.0,1801.0,1.76,1.45,3.21,1.71,3.16,1.58,1.19,2.77,1.54,2.73,,Arsenal,
Opponent Total,,,26.1,38,418,3420.0,38.0,34.0,24.0,58.0,31.0,3.0,3.0,83.0,2.0,34.4,32.0,24.5,56.6,618.0,938.0,927.0,0.89,0.63,1.53,0.82,1.45,0.91,0.65,1.55,0.84,1.49,,Arsenal,
Rayan Aït-Nouri,dz ALG,DF,23.0,37,37,3109.0,34.5,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,2.7,2.7,5.5,8.2,89.0,108.0,176.0,0.12,0.2,0.32,0.12,0.32,0.08,0.16,0.24,0.08,0.24,Matches,Wolverhampton Wanderers,/en/players/9b398aea/Rayan-Ait-Nouri
João Gomes,br BRA,MF,23.0,36,35,2974.0,33.0,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,2.9,2.9,1.2,4.1,59.0,165.0,76.0,0.09,0.03,0.12,0.09,0.12,0.09,0.04,0.12,0.09,0.12,Matches,Wolverhampton Wanderers,/en/players/8b57ad2c/Joao-Gomes
Nélson Semedo,pt POR,DF,30.0,34,32,2886.0,32.1,0.0,4.0,4.0,0.0,0.0,0.0,8.0,0.0,0.9,0.9,2.8,3.7,67.0,80.0,119.0,0.0,0.12,0.12,0.0,0.12,0.03,0.09,0.12,0.03,0.12,Matches,Wolverhampton Wanderers,/en/players/d04b94db/Nelson-Semedo
André,br BRA,MF,23.0,33,31,2472.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.8,1.3,10.0,109.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Wolverhampton Wanderers,/en/players/ec604e2c/Andre
Toti Gomes,pt POR,DF,25.0,31,30,2614.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,0.9,1.7,27.0,86.0,18.0,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.06,Matches,Wolverhampton Wanderers,/en/players/f0caab96/Toti-Gomes
Jørgen Strand Larsen,no NOR,FW,24.0,35,30,2587.0,28.7,14.0,4.0,18.0,14.0,0.0,0.0,4.0,0.0,10.3,10.3,3.0,13.3,17.0,29.0,112.0,0.49,0.14,0.63,0.49,0.63,0.36,0.1,0.46,0.36,0.46,Matches,Wolverhampton Wanderers,/en/players/f553b2b3/Jorgen-Strand-Larsen
José Sá,pt POR,GK,31.0,29,29,2609.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolverhampton Wanderers,/en/players/903b6e8b/Jose-Sa
Matheus Cunha,br BRA,"MF,FW",25.0,33,29,2597.0,28.9,15.0,6.0,21.0,15.0,0.0,0.0,4.0,0.0,8.6,8.6,7.7,16.4,112.0,144.0,161.0,0.52,0.21,0.73,0.52,0.73,0.3,0.27,0.57,0.3,0.57,Matches,Wolverhampton Wanderers,/en/players/dc62b55d/Matheus-Cunha
Matt Doherty,ie IRL,DF,32.0,30,25,2109.0,23.4,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,1.5,2.6,29.0,79.0,41.0,0.09,0.04,0.13,0.09,0.13,0.04,0.07,0.11,0.04,0.11,Matches,Wolverhampton Wanderers,/en/players/d557d734/Matt-Doherty
Jean-Ricner Bellegarde,fr FRA,"MF,FW",26.0,35,20,1677.0,18.6,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,3.8,5.3,52.0,43.0,89.0,0.11,0.38,0.48,0.11,0.48,0.08,0.2,0.29,0.08,0.29,Matches,Wolverhampton Wanderers,/en/players/10f0fdd3/Jean-Ricner-Bellegarde
Santiago Bueno,uy URU,DF,25.0,29,18,1687.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Wolverhampton Wanderers,/en/players/edc98fac/Santiago-Bueno
Emmanuel Agbadou,ci CIV,DF,27.0,16,16,1410.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.2,1.1,6.0,31.0,2.0,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,Matches,Wolverhampton Wanderers,/en/players/75f1ed80/Emmanuel-Agbadou
Mario Lemina,ga GAB,"MF,DF",30.0,17,15,1364.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,1.4,1.4,1.1,2.5,8.0,48.0,21.0,0.07,0.2,0.26,0.07,0.26,0.09,0.07,0.17,0.09,0.17,Matches,Wolverhampton Wanderers,/en/players/2b471f99/Mario-Lemina
Marshall Munetsi,zw ZIM,"MF,FW",28.0,14,12,1078.0,12.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.3,3.3,1.8,5.1,9.0,10.0,35.0,0.17,0.08,0.25,0.17,0.25,0.28,0.15,0.42,0.28,0.42,Matches,Wolverhampton Wanderers,/en/players/2acf0cd7/Marshall-Munetsi
Gonçalo Guedes,pt POR,"MF,FW",27.0,29,10,995.0,11.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,3.2,3.2,1.3,4.5,41.0,40.0,79.0,0.18,0.36,0.54,0.18,0.54,0.29,0.11,0.4,0.29,0.4,Matches,Wolverhampton Wanderers,/en/players/e6bc67d7/Goncalo-Guedes
Craig Dawson,eng ENG,DF,34.0,15,10,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Wolverhampton Wanderers,/en/players/3e9e06cb/Craig-Dawson
Pablo Sarabia,es ESP,"MF,FW",32.0,23,7,814.0,9.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.9,2.9,1.8,4.6,15.0,60.0,62.0,0.33,0.22,0.55,0.33,0.55,0.32,0.19,0.51,0.32,0.51,Matches,Wolverhampton Wanderers,/en/players/9744ff80/Pablo-Sarabia
Rodrigo Gomes,pt POR,"DF,FW",21.0,25,7,810.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,1.6,23.0,27.0,81.0,0.22,0.0,0.22,0.22,0.22,0.08,0.1,0.18,0.08,0.18,Matches,Wolverhampton Wanderers,/en/players/8dcf77c0/Rodrigo-Gomes
Sam Johnstone,eng ENG,GK,31.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,/en/players/9e5708be/Sam-Johnstone
Hwang Hee-chan,kr KOR,"MF,FW",28.0,21,5,661.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,15.0,12.0,42.0,0.27,0.0,0.27,0.27,0.27,0.11,0.02,0.13,0.11,0.13,Matches,Wolverhampton Wanderers,/en/players/169fd162/Hwang-Hee-chan
Yerson Mosquera,co COL,DF,23.0,5,5,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Wolverhampton Wanderers,/en/players/1e159d70/Yerson-Mosquera
Tommy Doyle,eng ENG,MF,22.0,24,3,488.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,6.0,40.0,4.0,0.0,0.18,0.18,0.0,0.18,0.1,0.09,0.2,0.1,0.2,Matches,Wolverhampton Wanderers,/en/players/5526deb1/Tommy-Doyle
Daniel Bentley,eng ENG,GK,31.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,/en/players/68db6358/Daniel-Bentley
Carlos Forbs,pt POR,"MF,FW",20.0,10,1,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,10.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Matches,Wolverhampton Wanderers,/en/players/8a310070/Carlos-Forbs
Pedro Lima,br BRA,DF,18.0,3,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,4.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Matches,Wolverhampton Wanderers,/en/players/b2f4cad5/Pedro-Lima
Nasser Djiga,bf BFA,DF,21.0,5,1,66.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,/en/players/1a7a4d84/Nasser-Djiga
Daniel Podence,pt POR,"MF,FW",28.0,2,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Wolverhampton Wanderers,/en/players/7fcc71d8/Daniel-Podence
Chiquinho,pt POR,MF,24.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches,Wolverhampton Wanderers,/en/players/dc6c2f02/Chiquinho
Mateus Mane,,MF,,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,/en/players/c15cb409/Mateus-Mane
Tom King,wls WAL,GK,29.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,/en/players/5791b997/Tom-King
Alfie Pond,eng ENG,DF,20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,/en/players/039c3d96/Alfie-Pond
Boubacar Traoré,ml MLI,MF,22.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton Wanderers,/en/players/999ceb5f/Boubacar-Traore
Tawanda Chirewa,zw ZIM,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,/en/players/34721c11/Tawanda-Chirewa
Luke Cundle,eng ENG,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,/en/players/cc3b8e78/Luke-Cundle
Tom Edozie,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,/en/players/3354ea94/Tom-Edozie
Bastien Meupiyou,fr FRA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,/en/players/dcd94cdb/Bastien-Meupiyou
Wesley Okoduwa,eng ENG,FW,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton Wanderers,/en/players/58469e7c/Wesley-Okoduwa
Squad Total,,,26.9,38,418,3420.0,38.0,53.0,42.0,95.0,53.0,0.0,0.0,79.0,2.0,43.7,43.7,35.4,79.1,607.0,1185.0,1179.0,1.39,1.11,2.5,1.39,2.5,1.15,0.93,2.08,1.15,2.08,,Wolverhampton Wanderers,
Opponent Total,,,26.2,38,418,3420.0,38.0,66.0,47.0,113.0,59.0,7.0,9.0,84.0,3.0,58.1,51.0,41.5,92.5,767.0,1534.0,1522.0,1.74,1.24,2.97,1.55,2.79,1.53,1.09,2.62,1.34,2.44,,Wolverhampton Wanderers,
Pedro Porro,es ESP,DF,24.0,33,28,2610.0,29.0,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,5.0,6.6,65.0,154.0,109.0,0.07,0.21,0.28,0.07,0.28,0.06,0.17,0.23,0.06,0.23,Matches,Tottenham Hotspur,/en/players/27d0a506/Pedro-Porro
Dejan Kulusevski,se SWE,"MF,FW",24.0,32,27,2389.0,26.5,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,4.2,4.2,6.2,10.4,120.0,124.0,210.0,0.26,0.15,0.41,0.26,0.41,0.16,0.23,0.39,0.16,0.39,Matches,Tottenham Hotspur,/en/players/df3cda47/Dejan-Kulusevski
