element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,team_id,element_type,first_name,second_name,web_name,team,short_name,opponent_id,opponent,opponent_short_name,position
364,50,20,0,False,2025-09-20T14:00:00Z,1,3,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,-91,1572,0,91,364,11,4,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,Leeds,LEE,20,Wolves,WOL,FWD
364,56,4,0,True,2025-09-27T14:00:00Z,2,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,-81,1496,0,81,364,11,4,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,Leeds,LEE,4,Bournemouth,BOU,FWD
364,67,18,0,True,2025-10-04T11:30:00Z,1,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,-50,1447,0,50,364,11,4,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,Leeds,LEE,18,Spurs,TOT,FWD
364,72,3,0,False,2025-10-18T14:00:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,-48,1399,0,48,364,11,4,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,Leeds,LEE,3,Burnley,BUR,FWD
365,10,9,5,True,2025-08-18T19:00:00Z,1,0,1,False,12,1,0,0,0,0,0,0,0,0,0,0,20,34.0,1.6,22.0,5.8,1,2,0,3,0.0,0.85,0.01,0.86,0.28,50,0,37636,0,0,365,11,4,Lukas,Nmecha,Nmecha,Leeds,LEE,9,Everton,EVE,FWD
365,11,1,1,False,2025-08-23T16:30:00Z,5,0,2,False,32,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.03,50,17765,74301,27831,10066,365,11,4,Lukas,Nmecha,Nmecha,Leeds,LEE,1,Arsenal,ARS,FWD
365,24,15,2,True,2025-08-30T16:30:00Z,0,0,3,False,69,0,0,1,0,0,0,0,0,0,0,0,8,10.6,5.1,11.0,2.7,5,4,0,9,1.0,0.1,0.02,0.12,0.39,50,3801,84451,22631,18830,365,11,4,Lukas,Nmecha,Nmecha,Leeds,LEE,15,Newcastle,NEW,FWD
365,37,10,1,False,2025-09-13T14:00:00Z,1,0,4,False,21,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.3,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.73,50,-3938,84207,15461,19399,365,11,4,Lukas,Nmecha,Nmecha,Leeds,LEE,10,Fulham,FUL,FWD
365,50,20,1,False,2025-09-20T14:00:00Z,1,3,5,False,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.0,0.0,0.1,1,0,0,1,0.0,0.0,0.0,0.0,0.02,50,5166,93056,16040,10874,365,11,4,Lukas,Nmecha,Nmecha,Leeds,LEE,20,Wolves,WOL,FWD
365,56,4,1,True,2025-09-27T14:00:00Z,2,2,6,False,1,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.0,0.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.24,50,726,95538,14619,13893,365,11,4,Lukas,Nmecha,Nmecha,Leeds,LEE,4,Bournemouth,BOU,FWD
365,67,18,1,True,2025-10-04T11:30:00Z,1,2,7,False,11,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.1,2.0,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.03,50,-4958,91131,6709,11667,365,11,4,Lukas,Nmecha,Nmecha,Leeds,LEE,18,Spurs,TOT,FWD
365,72,3,1,False,2025-10-18T14:00:00Z,2,0,8,False,24,0,0,0,1,0,0,0,0,0,0,0,1,1.2,1.3,30.0,3.3,0,0,0,0,0.0,0.75,0.02,0.77,0.03,50,-1631,91679,9797,11428,365,11,4,Lukas,Nmecha,Nmecha,Leeds,LEE,3,Burnley,BUR,FWD
493,10,9,1,True,2025-08-18T19:00:00Z,1,0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50,0,18431,0,0,493,11,3,Sean,Longstaff,Longstaff,Leeds,LEE,9,Everton,EVE,MID
493,11,1,1,False,2025-08-23T16:30:00Z,5,0,2,False,32,0,0,0,1,0,0,0,0,0,0,0,2,1.4,0.4,0.0,0.2,1,1,0,2,0.0,0.0,0.0,0.0,1.03,50,-2374,17788,423,2797,493,11,3,Sean,Longstaff,Longstaff,Leeds,LEE,1,Arsenal,ARS,MID
493,24,15,5,True,2025-08-30T16:30:00Z,0,0,3,False,90,0,0,1,0,0,0,0,0,0,0,0,21,14.0,12.3,0.0,2.6,2,6,5,13,1.0,0.0,0.01,0.01,0.46,49,-2251,16152,543,2794,493,11,3,Sean,Longstaff,Longstaff,Leeds,LEE,15,Newcastle,NEW,MID
493,37,10,2,False,2025-09-13T14:00:00Z,1,0,4,False,90,0,0,0,1,0,0,0,0,0,0,0,10,5.8,2.2,5.0,1.3,1,4,2,7,1.0,0.04,0.02,0.06,0.85,49,1901,19432,4522,2621,493,11,3,Sean,Longstaff,Longstaff,Leeds,LEE,10,Fulham,FUL,MID
493,50,20,2,False,2025-09-20T14:00:00Z,1,3,5,False,82,0,0,0,1,0,0,0,0,0,0,0,16,21.2,3.8,7.0,3.2,2,3,6,11,1.0,0.07,0.0,0.07,1.51,49,1845,21731,4006,2161,493,11,3,Sean,Longstaff,Longstaff,Leeds,LEE,20,Wolves,WOL,MID
493,56,4,15,True,2025-09-27T14:00:00Z,2,2,6,False,90,1,1,0,2,0,0,0,0,0,0,3,64,86.2,99.3,21.0,20.7,5,2,6,13,1.0,0.1,0.25,0.35,0.82,49,150,22045,2901,2751,493,11,3,Sean,Longstaff,Longstaff,Leeds,LEE,4,Bournemouth,BOU,MID
493,67,18,2,True,2025-10-04T11:30:00Z,1,2,7,False,90,0,0,0,2,0,0,0,0,0,0,0,21,13.8,71.2,5.0,9.0,0,5,4,9,1.0,0.22,0.2,0.42,0.53,49,37213,63378,42410,5197,493,11,3,Sean,Longstaff,Longstaff,Leeds,LEE,18,Spurs,TOT,MID
493,72,3,2,False,2025-10-18T14:00:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,21,19.0,67.8,2.0,8.9,2,2,0,4,1.0,0.0,0.15,0.15,0.45,49,36897,102623,46847,9950,493,11,3,Sean,Longstaff,Longstaff,Leeds,LEE,3,Burnley,BUR,MID
660,10,9,8,True,2025-08-18T19:00:00Z,1,0,1,False,90,0,1,1,0,0,0,0,0,0,0,0,24,28.2,63.9,22.0,11.4,7,4,2,13,1.0,0.27,0.29,0.56,0.55,50,0,24549,0,0,660,11,3,Anton,Stach,Stach,Leeds,LEE,9,Everton,EVE,MID
660,11,1,2,False,2025-08-23T16:30:00Z,5,0,2,False,90,0,0,0,5,0,0,0,0,0,0,0,6,2.4,35.7,0.0,3.8,1,1,2,4,1.0,0.0,0.07,0.07,2.88,50,12019,48161,17355,5336,660,11,3,Anton,Stach,Stach,Leeds,LEE,1,Arsenal,ARS,MID
660,24,15,3,True,2025-08-30T16:30:00Z,0,0,3,False,90,0,0,1,0,0,0,0,0,0,0,0,9,10.2,37.4,11.0,5.9,2,2,2,6,1.0,0.18,0.02,0.2,0.46,50,2447,53030,9791,7344,660,11,3,Anton,Stach,Stach,Leeds,LEE,15,Newcastle,NEW,MID
660,37,10,1,False,2025-09-13T14:00:00Z,1,0,4,False,90,0,0,0,1,0,0,0,1,0,0,0,2,4.4,16.0,13.0,3.3,2,2,1,5,1.0,0.08,0.11,0.19,0.85,50,2349,57288,10252,7903,660,11,3,Anton,Stach,Stach,Leeds,LEE,10,Fulham,FUL,MID
660,50,20,15,False,2025-09-20T14:00:00Z,1,3,5,False,90,1,1,0,1,0,0,0,0,0,0,3,55,66.4,14.1,13.0,9.4,5,7,3,15,1.0,0.08,0.06,0.14,1.78,50,-315,57733,5690,6005,660,11,3,Anton,Stach,Stach,Leeds,LEE,20,Wolves,WOL,MID
660,56,4,2,True,2025-09-27T14:00:00Z,2,2,6,False,90,0,0,0,2,0,0,0,0,0,0,0,10,7.0,15.6,0.0,2.3,0,5,2,7,1.0,0.0,0.01,0.01,0.82,50,271094,341601,322654,51560,660,11,3,Anton,Stach,Stach,Leeds,LEE,4,Bournemouth,BOU,MID
660,67,18,2,True,2025-10-04T11:30:00Z,1,2,7,False,66,0,0,0,2,0,0,0,0,0,0,0,13,11.2,17.3,4.0,3.3,1,5,2,8,1.0,0.04,0.03,0.07,0.5,50,45729,382980,74994,29265,660,11,3,Anton,Stach,Stach,Leeds,LEE,18,Spurs,TOT,MID
660,72,3,2,False,2025-10-18T14:00:00Z,2,0,8,False,72,0,0,0,2,0,0,0,0,0,0,0,9,2.6,5.8,11.0,1.9,1,2,0,3,1.0,0.15,0.04,0.19,0.45,50,23640,410531,64238,40598,660,11,3,Anton,Stach,Stach,Leeds,LEE,3,Burnley,BUR,MID
665,10,9,6,True,2025-08-18T19:00:00Z,1,0,1,False,90,0,0,1,0,0,0,0,0,0,1,0,24,11.2,0.0,0.0,1.1,2,8,0,0,1.0,0.0,0.0,0.0,0.55,45,0,33149,0,0,665,11,1,Lucas Estella,Perri,Perri,Leeds,LEE,9,Everton,EVE,GK
665,11,1,0,False,2025-08-23T16:30:00Z,5,0,2,False,90,0,0,0,5,0,0,0,0,0,0,0,-13,2.8,0.0,0.0,0.3,0,4,0,0,1.0,0.0,0.0,0.0,2.88,45,2260,43482,5302,3042,665,11,1,Lucas Estella,Perri,Perri,Leeds,LEE,1,Arsenal,ARS,GK
665,24,15,6,True,2025-08-30T16:30:00Z,0,0,3,False,90,0,0,1,0,0,0,0,0,0,2,0,25,15.2,0.0,0.0,1.5,1,8,0,0,1.0,0.0,0.0,0.0,0.46,45,-1712,44485,2788,4500,665,11,1,Lucas Estella,Perri,Perri,Leeds,LEE,15,Newcastle,NEW,GK
665,37,10,0,False,2025-09-13T14:00:00Z,1,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,-2475,44020,6340,8815,665,11,1,Lucas Estella,Perri,Perri,Leeds,LEE,10,Fulham,FUL,GK
665,50,20,0,False,2025-09-20T14:00:00Z,1,3,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,-5841,38159,130,5971,665,11,1,Lucas Estella,Perri,Perri,Leeds,LEE,20,Wolves,WOL,GK
665,56,4,0,True,2025-09-27T14:00:00Z,2,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,-4417,33993,408,4825,665,11,1,Lucas Estella,Perri,Perri,Leeds,LEE,4,Bournemouth,BOU,GK
665,67,18,0,True,2025-10-04T11:30:00Z,1,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,-3229,30887,191,3420,665,11,1,Lucas Estella,Perri,Perri,Leeds,LEE,18,Spurs,TOT,GK
665,72,3,0,False,2025-10-18T14:00:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,-1937,29228,511,2448,665,11,1,Lucas Estella,Perri,Perri,Leeds,LEE,3,Burnley,BUR,GK
691,11,1,0,False,2025-08-23T16:30:00Z,5,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,55,2554,6667,3453,899,691,11,4,Dominic,Calvert-Lewin,Calvert-Lewin,Leeds,LEE,1,Arsenal,ARS,FWD
691,24,15,1,True,2025-08-30T16:30:00Z,0,0,3,False,20,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0.5,20.0,2.2,0,2,0,2,0.0,0.07,0.0,0.07,0.07,55,-596,6912,1795,2391,691,11,4,Dominic,Calvert-Lewin,Calvert-Lewin,Leeds,LEE,15,Newcastle,NEW,FWD
691,37,10,2,False,2025-09-13T14:00:00Z,1,0,4,False,68,0,0,1,0,0,0,0,0,0,0,0,7,5.2,12.3,19.0,3.7,1,0,0,1,1.0,0.3,0.05,0.35,0.12,55,5732,15307,8123,2391,691,11,4,Dominic,Calvert-Lewin,Calvert-Lewin,Leeds,LEE,10,Fulham,FUL,FWD
691,50,20,11,False,2025-09-20T14:00:00Z,1,3,5,False,90,1,1,0,1,0,0,0,0,0,0,2,38,35.4,19.4,21.0,7.6,1,2,1,4,1.0,0.12,0.02,0.14,1.77,55,6719,23915,9429,2710,691,11,4,Dominic,Calvert-Lewin,Calvert-Lewin,Leeds,LEE,20,Wolves,WOL,FWD
691,56,4,2,True,2025-09-27T14:00:00Z,2,2,6,False,90,0,0,0,1,0,0,0,0,0,0,0,1,12.0,13.4,55.0,8.0,0,2,1,3,1.0,0.7,0.04,0.74,0.58,55,64260,94152,80028,15768,691,11,4,Dominic,Calvert-Lewin,Calvert-Lewin,Leeds,LEE,4,Bournemouth,BOU,FWD
691,67,18,2,True,2025-10-04T11:30:00Z,1,2,7,False,90,0,0,0,2,0,0,0,0,0,0,0,1,6.8,38.3,27.0,7.2,1,2,0,3,1.0,0.15,0.32,0.47,0.53,55,30712,125301,49428,18716,691,11,4,Dominic,Calvert-Lewin,Calvert-Lewin,Leeds,LEE,18,Spurs,TOT,FWD
691,72,3,2,False,2025-10-18T14:00:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,5,0.0,11.3,21.0,2.8,1,2,0,3,1.0,0.33,0.01,0.34,0.45,55,85724,218246,113440,27716,691,11,4,Dominic,Calvert-Lewin,Calvert-Lewin,Leeds,LEE,3,Burnley,BUR,FWD
698,11,1,1,False,2025-08-23T16:30:00Z,5,0,2,False,24,0,0,0,1,0,0,0,0,0,0,0,3,4.6,0.3,0.0,0.5,0,2,2,4,0.0,0.0,0.0,0.0,0.87,55,320,562,416,96,698,11,3,Noah,Okafor,Okafor,Leeds,LEE,1,Arsenal,ARS,MID
698,24,15,0,True,2025-08-30T16:30:00Z,0,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,55,338,1297,786,448,698,11,3,Noah,Okafor,Okafor,Leeds,LEE,15,Newcastle,NEW,MID
698,37,10,2,False,2025-09-13T14:00:00Z,1,0,4,False,67,0,0,1,0,0,0,0,1,0,0,0,2,4.2,12.3,17.0,3.4,3,7,1,11,1.0,0.18,0.02,0.2,0.12,55,337,2118,842,505,698,11,3,Noah,Okafor,Okafor,Leeds,LEE,10,Fulham,FUL,MID
698,50,20,8,False,2025-09-20T14:00:00Z,1,3,5,False,69,1,0,0,1,0,0,0,0,0,0,1,25,38.6,7.8,23.0,6.9,1,4,0,5,1.0,0.15,0.02,0.17,1.28,55,900,3420,1358,458,698,11,3,Noah,Okafor,Okafor,Leeds,LEE,20,Wolves,WOL,MID
698,56,4,2,True,2025-09-27T14:00:00Z,2,2,6,False,66,0,0,0,1,0,0,0,0,0,0,0,11,10.0,15.3,15.0,4.0,0,2,2,4,1.0,0.06,0.27,0.33,0.41,55,4803,8845,6117,1314,698,11,3,Noah,Okafor,Okafor,Leeds,LEE,4,Bournemouth,BOU,MID
698,67,18,8,True,2025-10-04T11:30:00Z,1,2,7,False,78,1,0,0,2,0,0,0,1,0,0,2,28,39.8,21.8,33.0,9.5,0,2,2,4,1.0,0.77,0.04,0.81,0.5,55,1381,10364,3140,1759,698,11,3,Noah,Okafor,Okafor,Leeds,LEE,18,Spurs,TOT,MID
698,72,3,0,False,2025-10-18T14:00:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,55,17484,29607,23937,6453,698,11,3,Noah,Okafor,Okafor,Leeds,LEE,3,Burnley,BUR,MID
706,24,15,1,True,2025-08-30T16:30:00Z,0,0,3,False,10,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.03,40,7619,21528,8648,1029,706,11,2,James,Justin,Justin,Leeds,LEE,15,Newcastle,NEW,DEF
706,37,10,0,False,2025-09-13T14:00:00Z,1,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,8269,29666,11696,3427,706,11,2,James,Justin,Justin,Leeds,LEE,10,Fulham,FUL,DEF
706,50,20,1,False,2025-09-20T14:00:00Z,1,3,5,False,7,0,0,0,0,0,0,0,0,0,0,0,4,4.0,0.0,0.0,0.4,2,0,0,2,0.0,0.0,0.0,0.0,0.28,40,-322,27533,1985,2307,706,11,2,James,Justin,Justin,Leeds,LEE,20,Wolves,WOL,DEF
706,56,4,0,True,2025-09-27T14:00:00Z,2,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,767,29165,2709,1942,706,11,2,James,Justin,Justin,Leeds,LEE,4,Bournemouth,BOU,DEF
706,67,18,1,True,2025-10-04T11:30:00Z,1,2,7,False,1,0,0,0,0,0,0,0,0,0,0,0,4,0.2,0.0,2.0,0.2,0,3,0,0,0.0,0.0,0.0,0.0,0.0,40,-824,28450,980,1804,706,11,2,James,Justin,Justin,Leeds,LEE,18,Spurs,TOT,DEF
706,72,3,0,False,2025-10-18T14:00:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,-514,28766,1109,1623,706,11,2,James,Justin,Justin,Leeds,LEE,3,Burnley,BUR,DEF
741,50,20,0,False,2025-09-20T14:00:00Z,1,3,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0,0,0,0,741,11,4,Harry,Gray,Gray,Leeds,LEE,20,Wolves,WOL,FWD
741,56,4,0,True,2025-09-27T14:00:00Z,2,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,5435,7086,6387,952,741,11,4,Harry,Gray,Gray,Leeds,LEE,4,Bournemouth,BOU,FWD
741,67,18,0,True,2025-10-04T11:30:00Z,1,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,601,8035,2768,2167,741,11,4,Harry,Gray,Gray,Leeds,LEE,18,Spurs,TOT,FWD
741,72,3,0,False,2025-10-18T14:00:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,-1742,6288,352,2094,741,11,4,Harry,Gray,Gray,Leeds,LEE,3,Burnley,BUR,FWD
366,1,4,1,True,2025-08-15T19:00:00Z,4,2,1,False,90,0,0,0,2,0,0,0,0,0,1,0,8,13.6,0.0,0.0,1.4,2,7,0,0,1.0,0.0,0.01,0.01,1.7,55,0,1083053,0,0,366,12,1,Alisson,Becker,A.Becker,Liverpool,LIV,4,Bournemouth,BOU,GK
366,19,15,1,False,2025-08-25T19:00:00Z,2,3,2,False,90,0,0,0,2,0,0,0,0,0,1,0,7,14.4,0.0,0.0,1.4,5,10,0,0,1.0,0.0,0.0,0.0,0.93,55,-94091,1155997,19970,114061,366,12,1,Alisson,Becker,A.Becker,Liverpool,LIV,15,Newcastle,NEW,GK
366,25,1,8,True,2025-08-31T15:30:00Z,1,0,3,False,90,0,0,1,0,0,0,0,0,0,1,2,29,16.8,0.0,0.0,1.7,2,9,0,0,1.0,0.0,0.0,0.0,0.49,55,-83136,1138607,29622,112758,366,12,1,Alisson,Becker,A.Becker,Liverpool,LIV,1,Arsenal,ARS,GK
366,34,3,6,False,2025-09-14T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,0,19,4.0,0.1,0.0,0.4,0,5,0,0,1.0,0.0,0.0,0.0,0.13,55,47904,1272326,122384,74480,366,12,1,Alisson,Becker,A.Becker,Liverpool,LIV,3,Burnley,BUR,GK
366,46,9,2,True,2025-09-20T11:30:00Z,2,1,5,False,90,0,0,0,1,0,0,0,0,0,1,0,11,11.8,0.0,0.0,1.2,3,10,0,0,1.0,0.0,0.0,0.0,0.7,55,11168,1303545,57757,46589,366,12,1,Alisson,Becker,A.Becker,Liverpool,LIV,9,Everton,EVE,GK
366,54,8,2,False,2025-09-27T14:00:00Z,2,1,6,False,90,0,0,0,2,0,0,0,0,0,5,0,21,46.2,0.0,0.0,4.6,0,10,0,0,1.0,0.0,0.0,0.0,2.92,55,-42059,1268235,33286,75345,366,12,1,Alisson,Becker,A.Becker,Liverpool,LIV,8,Crystal Palace,CRY,GK
366,65,7,0,False,2025-10-04T16:30:00Z,2,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,55,-183719,1088830,13516,197235,366,12,1,Alisson,Becker,A.Becker,Liverpool,LIV,7,Chelsea,CHE,GK
366,75,14,0,True,2025-10-19T15:30:00Z,1,2,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,54,-223196,871907,480,223676,366,12,1,Alisson,Becker,A.Becker,Liverpool,LIV,14,Man Utd,MUN,GK
367,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,0,44193,0,0,367,12,1,Giorgi,Mamardashvili,Mamardashvili,Liverpool,LIV,4,Bournemouth,BOU,GK
367,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,-7875,45880,1147,9022,367,12,1,Giorgi,Mamardashvili,Mamardashvili,Liverpool,LIV,15,Newcastle,NEW,GK
367,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,-4942,45207,1489,6431,367,12,1,Giorgi,Mamardashvili,Mamardashvili,Liverpool,LIV,1,Arsenal,ARS,GK
367,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,-4424,43311,1013,5437,367,12,1,Giorgi,Mamardashvili,Mamardashvili,Liverpool,LIV,3,Burnley,BUR,GK
367,46,9,0,True,2025-09-20T11:30:00Z,2,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44,-2738,41894,609,3347,367,12,1,Giorgi,Mamardashvili,Mamardashvili,Liverpool,LIV,9,Everton,EVE,GK
367,54,8,0,False,2025-09-27T14:00:00Z,2,1,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,43,-1544,41386,1184,2728,367,12,1,Giorgi,Mamardashvili,Mamardashvili,Liverpool,LIV,8,Crystal Palace,CRY,GK
367,65,7,2,False,2025-10-04T16:30:00Z,2,1,7,False,90,0,0,0,2,0,0,0,0,0,4,0,16,31.2,0.0,0.0,3.1,3,13,0,0,1.0,0.0,0.0,0.0,1.0,43,28770,73644,33466,4696,367,12,1,Giorgi,Mamardashvili,Mamardashvili,Liverpool,LIV,7,Chelsea,CHE,GK
367,75,14,1,True,2025-10-19T15:30:00Z,1,2,8,False,90,0,0,0,2,0,0,0,0,0,2,0,9,14.8,0.0,0.0,1.5,1,9,0,0,1.0,0.0,0.0,0.0,1.34,43,24548,101956,33629,9081,367,12,1,Giorgi,Mamardashvili,Mamardashvili,Liverpool,LIV,14,Man Utd,MUN,GK
368,1,4,0,True,2025-08-15T19:00:00Z,4,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,7352,0,0,368,12,1,Ármin,Pécsi,Pécsi,Liverpool,LIV,4,Bournemouth,BOU,GK
368,19,15,0,False,2025-08-25T19:00:00Z,2,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,-454,8968,306,760,368,12,1,Ármin,Pécsi,Pécsi,Liverpool,LIV,15,Newcastle,NEW,GK
368,25,1,0,True,2025-08-31T15:30:00Z,1,0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,-597,9099,240,837,368,12,1,Ármin,Pécsi,Pécsi,Liverpool,LIV,1,Arsenal,ARS,GK
368,34,3,0,False,2025-09-14T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,-572,8977,193,765,368,12,1,Ármin,Pécsi,Pécsi,Liverpool,LIV,3,Burnley,BUR,GK
368,46,9,0,True,2025-09-20T11:30:00Z,2,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40,-292,8970,155,447,368,12,1,Ármin,Pécsi,Pécsi,Liverpool,LIV,9,Everton,EVE,GK
368,54,8,0,False,2025-09-27T14:00:00Z,2,1,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,25197,52760,29535,4338,368,12,1,Ármin,Pécsi,Pécsi,Liverpool,LIV,8,Crystal Palace,CRY,GK
368,65,7,0,False,2025-10-04T16:30:00Z,2,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,39,4432,47422,7301,2869,368,12,1,Ármin,Pécsi,Pécsi,Liverpool,LIV,7,Chelsea,CHE,GK
